27,61,0000000068dd1b59,2019-05-22 15:59:37.769659
27,61,0000000068dd1b59,2019-05-22 15:59:42.854523
27,61,0000000068dd1b59,2019-05-22 15:59:47.939163
27,61,0000000068dd1b59,2019-05-22 15:59:53.019674
27,61,0000000068dd1b59,2019-05-22 15:59:58.104574
27,61,0000000068dd1b59,2019-05-22 16:00:03.189252
27,61,0000000068dd1b59,2019-05-22 16:00:08.269667
27,61,0000000068dd1b59,2019-05-22 16:00:13.354643
27,61,0000000068dd1b59,2019-05-22 16:00:18.439264
27,61,0000000068dd1b59,2019-05-22 16:00:23.519899
27,61,0000000068dd1b59,2019-05-22 16:00:28.604501
27,61,0000000068dd1b59,2019-05-22 16:00:33.689095
27,61,0000000068dd1b59,2019-05-22 16:00:38.769812
27,61,0000000068dd1b59,2019-05-22 16:00:43.854943
27,61,0000000068dd1b59,2019-05-22 16:00:48.940012
27,61,0000000068dd1b59,2019-05-22 16:00:54.024730
